Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Nicholson","Mars",102.45,0.21,195.57,"Planetocentric  +East  0 - 360","Approved","1973","Seth Barnes; American astronomer (1891-1963).",
"Nier","Mars",46.3,42.79,106.11,"Planetocentric  +East  0 - 360","Approved","1997","Alfred O.C.; American physicist (1911-1994).",
"Niesten","Mars",114.81,-28,57.75,"Planetocentric  +East  0 - 360","Approved","1973","Louis; Belgian astronomer (1844-1920).",
"Nif","Mars",8.48,19.91,303.76,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Caroline Islands (Yap).",
"Niger Vallis","Mars",360,-34.96,92.57,"Planetocentric  +East  0 - 360","Approved","1991","River in Africa.",
"Niliacus Lacus","Mars",0,29.71,330,"Planetocentric  +East  0 - 360","Approved","1958","""Lake of the Nile.""",
"Nili Fossae","Mars",727.91,22.02,76.69,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Nili Patera","Mars",67.51,8.97,67.17,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature name.",
"Nili Tholus","Mars",7,9.15,67.35,"Planetocentric  +East  0 - 360","Approved","May 9, 2014","Classical albedo feature name.",
"Nilokeras","Mars",0,29.71,305,"Planetocentric  +East  0 - 360","Approved","1958","""Horn of the Nile;"" part of ""Nulus"" Canal.",
"Nilokeras Fossa","Mars",267,24.59,302.17,"Planetocentric  +East  0 - 360","Approved","1988","Classical albedo feature name.",
"Nilokeras Mensae","Mars",450.88,30.48,308.05,"Planetocentric  +East  0 - 360","Approved","1988","Albedo feature name.",
"Nilokeras Scopulus","Mars",901.48,31.72,304.15,"Planetocentric  +East  0 - 360","Approved","1976","From albedo feature at 30N, 55W.",
"Nilosyrtis","Mars",0,41.66,70,"Planetocentric  +East  0 - 360","Approved","1958","Syrtis of the Nile; part of Nilus (Nile) Canal.",
"Nilosyrtis Mensae","Mars",676.03,34.77,68.47,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Nilus Chaos","Mars",283,25.39,283.05,"Planetocentric  +East  0 - 360","Approved","1985","Named for albedo feature at 20N, 65W.",
"Nilus Dorsa","Mars",292.9,20.68,280.94,"Planetocentric  +East  0 - 360","Approved","1985","Named for albedo feature at 20N, 65W.",
"Nilus Mensae","Mars",206.84,22.2,287.77,"Planetocentric  +East  0 - 360","Approved","1985","Named for albedo feature at 20N, 65W.",
"Nipigon","Mars",8.89,33.76,278.16,"Planetocentric  +East  0 - 360","Approved","1991","Town in Canada.",
"Niquero","Mars",10.7,-38.79,194.03,"Planetocentric  +East  0 - 360","Approved","Apr 16, 2008","Town in the Republic of Cuba.",
"Nirgal Vallis","Mars",610,-28.16,318.32,"Planetocentric  +East  0 - 360","Approved","1973","Word for ""Mars"" in Babylonian.",
"Nitro","Mars",29.34,-21.26,336,"Planetocentric  +East  0 - 360","Approved","1976","Town in West Virginia, USA.",
"Nix Olympica","Mars",0,19.78,230,"Planetocentric  +East  0 - 360","Approved","1958","""Snows of Olympus;"" Olympus was mountain home of gods in Greece.",
"Njesko","Mars",27.77,-35.25,85.11,"Planetocentric  +East  0 - 360","Approved","1991","Town in Czechoslovakia.",
"N. Mareotis Tholus","Mars",3.58,36.38,273.79,"Planetocentric  +East  0 - 360","Approved","1991","Classical albedo name.",
"Noachis","Mars",0,-44.66,30,"Planetocentric  +East  0 - 360","Approved","1958","Biblical; ""Noah's (Region).""",
"Noachis Terra","Mars",5519.45,-50.41,354.84,"Planetocentric  +East  0 - 360","Approved","1979","Classical albedo feature name.",
"Noctis Fossae","Mars",712.73,-2.69,261.15,"Planetocentric  +East  0 - 360","Approved","1985","Classical albedo feature at 10S, 96W.",
"Noctis Labyrinthus","Mars",1190.31,-6.36,258.81,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Noma","Mars",40.49,-25.43,335.69,"Planetocentric  +East  0 - 360","Approved","1976","Town in Namibia.",
"Noord","Mars",7.8,-19.27,348.73,"Planetocentric  +East  0 - 360","Approved","Jan 19, 2011","Town in Aruba.",
"Nordenskiöld","Mars",85.6,-52.37,201.24,"Planetocentric  +East  0 - 360","Approved","1982","Nils Adolf Erik; Swedish geologist and geographer, arctic researcher (1832-1901).",
"Northport","Mars",18.44,18.52,305.52,"Planetocentric  +East  0 - 360","Approved","1988","Town in Alabama, USA.",
"Novara","Mars",86.98,-24.9,349.31,"Planetocentric  +East  0 - 360","Approved","1997","Town in Italy.",
"Nune","Mars",8.47,17.55,321.24,"Planetocentric  +East  0 - 360","Approved","1976","Town in Mozambique.",
"Nutak","Mars",11.26,17.41,329.74,"Planetocentric  +East  0 - 360","Approved","1976","Town in Newfoundland, Canada.",
"Obock","Mars",14.45,-2.01,150.53,"Planetocentric  +East  0 - 360","Approved","Jun 3, 2013","Town in the Republic of Djibouti.",
"Ocampo","Mars",7.16,32.66,138.3,"Planetocentric  +East  0 - 360","Approved","1991","Town in Mexico.",
"Oceanidum Fossa","Mars",167.16,-61.58,330.49,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Oceanidum Mons","Mars",33.39,-54.93,318.77,"Planetocentric  +East  0 - 360","Approved","1985","Name change from Charitum Tholus.",
"Ochakov","Mars",31.05,-42.11,328.14,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ukraine.",
"Ochus Valles","Mars",127,7.07,314.96,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for present Hari-Rud River in Turkmenistan.",
"Octantis Cavi","Mars",71.21,-52.57,314.03,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Octantis Mons","Mars",19.09,-55.26,317.15,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Oenotria Plana","Mars",61.25,-8.14,76.64,"Planetocentric  +East  0 - 360","Approved","Jun 13, 2011","Classical albedo feature name.",
"Oenotria Scopuli","Mars",1425,-6.62,77.11,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature name.",
"[Oenotria Scopulus]","Mars",1615,-7.77,77.36,"Planetocentric  +East  0 - 360","Dropped","1982","Classical albedo feature name.",
"Oglala","Mars",17.59,-3.11,321.89,"Planetocentric  +East  0 - 360","Approved","1976","Town in South Dakota, USA.",
"Ogygis Regio","Mars",0,-44.66,295,"Planetocentric  +East  0 - 360","Approved","1958","""Region of Ogygos;"" Ogygos was ancient King of Thebes or Athens, Greece.",
"Ogygis Rupes","Mars",184.23,-33.03,305.47,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Ogygis Undae","Mars",87.7,-49.66,293.79,"Planetocentric  +East  0 - 360","Approved","Sep 17, 2015","Classical albedo feature name: Ogygis Regio.",
"Ohara","Mars",9.37,4.92,82.48,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Japan.",
"Okavango Valles","Mars",285.12,38.1,8.97,"Planetocentric  +East  0 - 360","Approved","Nov 26, 2012","River in Botswana.",
"Okhotsk","Mars",1.67,22.97,312.67,"Planetocentric  +East  0 - 360","Approved","1979","Russian port.",
"Okotoks","Mars",21.78,-21.21,84.41,"Planetocentric  +East  0 - 360","Approved","2006","Town in Alberta, Canada.",
"Olenek","Mars",3.06,19.87,305.78,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Olom","Mars",5.89,22.96,302.34,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Oltis Valles","Mars",169.3,-23.5,338.35,"Planetocentric  +East  0 - 360","Approved","1976","Ancient name for modern Lot river, France.",
"Olympia","Mars",0,79.88,160,"Planetocentric  +East  0 - 360","Approved","1958","Ancient and modern Greek city.",
"Olympia Cavi","Mars",342.78,85.06,182.23,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Olympia Mensae","Mars",335.42,78,119.98,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"[Olympia Planitia]","Mars",1100,81.4,180,"Planetocentric  +East  0 - 360","Dropped","1985","Classical albedo feature name. Name dropped because the region is high relative to the surrounding area, and planitia is therefore not a correct descriptor term.",
"Olympia Planum","Mars",804.39,82.18,188.81,"Planetocentric  +East  0 - 360","Approved","Mar 20, 2007","Classical albedo feature name.",
"Olympia Rupēs","Mars",1197.04,86.04,174.16,"Planetocentric  +East  0 - 360","Approved","Jul 25, 2007","Classical albedo feature name.",
"Olympia Undae","Mars",1507.96,81.16,178.48,"Planetocentric  +East  0 - 360","Approved","2003","Classical albedo feature name.",
"Olympica Fossae","Mars",420,24.85,246.08,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 17N, 134W.",
"Olympus Mons","Mars",610.13,18.65,226.2,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Olympus Rupes","Mars",1914.77,18.4,226.44,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Ome","Mars",2.85,20.6,104.02,"Planetocentric  +East  0 - 360","Approved","1988","Town in Japan.",
"Ōmura","Mars",8.47,-25.36,334.79,"Planetocentric  +East  0 - 360","Approved","1976","Town in Japan.",
"Onon","Mars",3.42,16.13,102.48,"Planetocentric  +East  0 - 360","Approved","1988","Town in Mongolia.",
"Oodnadatta","Mars",25.44,-52.43,325.83,"Planetocentric  +East  0 - 360","Approved","1991","Town in Australia.",
"Ophir","Mars",0,-9.88,295,"Planetocentric  +East  0 - 360","Approved","1958","Biblical land to which King Solomon sent naval expedition; probably India.",
"Ophir Catenae","Mars",509,-9.46,300.6,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Ophir Cavus","Mars",36.72,-9.89,304.96,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Ophir Chasma","Mars",314.71,-4,287.65,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Ophir Labes","Mars",92.53,-11.01,291.72,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 10S, 65W.",
"Ophir Mensa","Mars",103.33,-3.99,286.51,"Planetocentric  +East  0 - 360","Approved","Nov 20, 2013","Classical albedo feature name.",
"Ophir Planum","Mars",642.24,-8.45,302.18,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Oraibi","Mars",32.37,17.22,327.66,"Planetocentric  +East  0 - 360","Approved","1976","Town in Arizona, USA.",
"Orcus Patera","Mars",387.64,14.13,178.35,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Ore","Mars",7.15,16.78,326.07,"Planetocentric  +East  0 - 360","Approved","1976","Town in Nigeria.",
"Orinda","Mars",9.03,45.37,126.98,"Planetocentric  +East  0 - 360","Approved","1979","Town in California, USA.",
"Orson Welles","Mars",115.99,-0.19,314.1,"Planetocentric  +East  0 - 360","Approved","2003","George Orson; American radio and motion picture actor and director (1915-1985).",
"Ortygia","Mars",0,59.71,360,"Planetocentric  +East  0 - 360","Approved","1958","Floating island (present Delos) where Leto bore Apollo and Artemis.",
"Ortygia Colles","Mars",255.62,53.9,350.7,"Planetocentric  +East  0 - 360","Approved","2003","Named for classical albedo feature at 65N, 350W.",
"[Ortygia Tholus]","Mars",100,69.78,352,"Planetocentric  +East  0 - 360","Dropped","1979","Classical albedo feature name; dropped in 1979.",
"Ostrov","Mars",72.98,-26.55,331.89,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Osuga Valles","Mars",164,-15.31,321.41,"Planetocentric  +East  0 - 360","Approved","1979","River in Russia.",
"Oti Fossae","Mars",373.59,-9.63,242.91,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature.",
"Ottumwa","Mars",51.62,24.58,304.25,"Planetocentric  +East  0 - 360","Approved","1976","Town in Iowa, USA.",
"Oudemans","Mars",124.16,-9.84,268.23,"Planetocentric  +East  0 - 360","Approved","1973","Jean A.; Dutch astronomer (1827-1906).",
"Oxia Chaos","Mars",24.12,0.22,320.13,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Oxia Colles","Mars",595.24,21.24,333.73,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 25N, 24W.",
"Oxia Palus","Mars",0,7.91,342,"Planetocentric  +East  0 - 360","Approved","1958","Lake (swamp into which Oxus River flows; i.e. Sea of Aral).",
"Oxus","Mars",0,19.78,348,"Planetocentric  +East  0 - 360","Approved","1958","Present Amoo-Darya River.",
"Oxus Cavus","Mars",37.87,37.41,359.48,"Planetocentric  +East  0 - 360","Approved","Oct 29, 2012","Classical albedo feature name.",
"Oxus Patera","Mars",33.42,38.97,359.66,"Planetocentric  +East  0 - 360","Approved","Oct 29, 2012","Classical albedo feature name.",
"Oyama","Mars",100.78,23.57,339.89,"Planetocentric  +East  0 - 360","Approved","Mar 26, 2010","Vance I.; American biochemist (1922-1998).",
"Pabo","Mars",9.18,-26.9,336.92,"Planetocentric  +East  0 - 360","Approved","1976","Town in Uganda.",
"Padus Vallis","Mars",57.42,-4.52,210.02,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for modern Po River in Italy.",
"Paks","Mars",6.9,-7.66,317.96,"Planetocentric  +East  0 - 360","Approved","1976","Town in Hungary.",
"Pál","Mars",71.21,-31.31,108.7,"Planetocentric  +East  0 - 360","Approved","Jun 21, 2010","George; American-Hungarian film producer (1908-1980).",
"Palana","Mars",4.53,21.04,102.02,"Planetocentric  +East  0 - 360","Approved","1988","Town in Kamchatka, Russia.",
"Palikir","Mars",15.57,-41.57,202.14,"Planetocentric  +East  0 - 360","Approved","Sep 29, 2011","Capital of the Federated States of Micronesia.",
"Pallacopas Vallis","Mars",134.77,-54.73,339.52,"Planetocentric  +East  0 - 360","Approved","1991","Lowell canal name; also classical river name.",
"Palos","Mars",54.82,-2.69,110.9,"Planetocentric  +East  0 - 360","Approved","2000","Town in Spain.",
"Panchaia","Mars",0,59.71,160,"Planetocentric  +East  0 - 360","Approved","1958","Situated near Heliopolis, Egypt; or island in Red Sea rich in frankincense, gold, silver, thus Utopia.",
"Panchaia Rupēs","Mars",1113.4,64.37,129.83,"Planetocentric  +East  0 - 360","Approved","2003","Named for classical albedo feature at 62N, 220W.",
"Pandorae Fretum","Mars",0,-24.74,44,"Planetocentric  +East  0 - 360","Approved","1958","Woman who let loose evils of world when she opened a box.",
"Pangboche","Mars",10.16,17.28,226.6,"Planetocentric  +East  0 - 360","Approved","2006","Village in Nepal.",
"Paraná Valles","Mars",329.13,-23.19,350.2,"Planetocentric  +East  0 - 360","Approved","1979","Ancient and modern name for South American river (Brazil, Argentina).",
"Paros","Mars",34.61,21.99,261.87,"Planetocentric  +East  0 - 360","Approved","1988","Famous in antiquity for its marble quarries.",
"Parva Planum","Mars",1027.32,-73.67,264.93,"Planetocentric  +East  0 - 360","Approved","2003","Classical albedo feature name.",
"Pasithea Dorsum","Mars",282.2,-55.14,318.42,"Planetocentric  +East  0 - 360","Approved","1991","One of the Graces.",
"Pasteur","Mars",116.15,19.31,24.62,"Planetocentric  +East  0 - 360","Approved","1973","Louis; French chemist (1822-1895).",
"Patapsco Vallis","Mars",172.87,23.7,152.51,"Planetocentric  +East  0 - 360","Approved","1985","Modern river in Maryland, USA.",
"Pau","Mars",42.2,-55.4,59.3,"Planetocentric  +East  0 - 360","Approved","Dec 14, 2006","Town in France.",
"Pavonis Chasma","Mars",45.94,2.73,248.98,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Pavonis Fossae","Mars",156.08,4.15,248.71,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Pavonis Mons","Mars",366.53,1.48,247.04,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Pavonis Sulci","Mars",425.8,4.01,242.63,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Peace Vallis","Mars",35.24,-4.21,137.23,"Planetocentric  +East  0 - 360","Approved","Sep 26, 2012","River in British Columbia and Alberta, Canada.",
"Pebas","Mars",5.43,-2.6,359.04,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Peru.",
"Peixe","Mars",9.35,20.33,312.4,"Planetocentric  +East  0 - 360","Approved","1976","Town in Brazil.",
"[Peneus Mons]","Mars",0,-30.9,86.1,"Planetocentric  +East  0 - 360","Dropped","1991","Albedo feature name. Same feature as Peraea Mons.",
"Peneus Palus","Mars",870,-35.06,56.71,"Planetocentric  +East  0 - 360","Approved","Aug 7, 2015","From classical albedo feature at 48S, 290W.",
"Peneus Patera","Mars",128.5,-57.82,52.65,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 48S, 290W.",
"Penticton","Mars",8.19,-38.37,96.76,"Planetocentric  +East  0 - 360","Approved","Jan 18, 2008","Town in British Columbia, Canada.",
"Peraea Cavus","Mars",56.24,-29.61,95.43,"Planetocentric  +East  0 - 360","Approved","1991","Albedo feature name.",
"Peraea Mons","Mars",14.94,-31.08,86.11,"Planetocentric  +East  0 - 360","Approved","1991","Albedo feature name.",
"Perepelkin","Mars",77.46,52.44,295.17,"Planetocentric  +East  0 - 360","Approved","1973","Evgenii J.; Russian astronomer (1906-1938).",
"Peridier","Mars",94.21,25.51,83.91,"Planetocentric  +East  0 - 360","Approved","1973","Julien; French astronomer (1882-1967).",
"Perrotin","Mars",82.82,-2.82,282.06,"Planetocentric  +East  0 - 360","Approved","1988","Henri A.; French astronomer, studied dark lineations on Mars (1845-1904).",
"Persbo","Mars",19.49,8.57,156.88,"Planetocentric  +East  0 - 360","Approved","2006","Town in Sweden.",
"Peta","Mars",75.75,-21.26,350.9,"Planetocentric  +East  0 - 360","Approved","1997","Town in Greece.",
"Pettit","Mars",92.49,12.25,186.13,"Planetocentric  +East  0 - 360","Approved","1973","Edison; American astronomer (1890-1962).",
"Phaenna Dorsum","Mars",164.16,-53.79,316.71,"Planetocentric  +East  0 - 360","Approved","1991","One of the Graces.",
"Phaethontis","Mars",0,-49.67,205,"Planetocentric  +East  0 - 360","Approved","1958","""Of Phaethon;"" who recklessly drove Chariot of Sun.",
"Phedra","Mars",20.31,13.84,123.88,"Planetocentric  +East  0 - 360","Approved","Feb 26, 2008","Town in Suriname.",
"Philadelphia","Mars",1.65,21.76,312.02,"Planetocentric  +East  0 - 360","Approved","1979","American colonial town (Pennsylvania).",
"Phillips","Mars",185.45,-66.34,315.11,"Planetocentric  +East  0 - 360","Approved","1973","John; British geologist (1800-1874). Theodore E.; British astronomer (1868-1942).",
"Phison","Mars",0,19.78,40,"Planetocentric  +East  0 - 360","Approved","1958","Biblical first river of Paradise.",
